paraphrase idx,t0_3b_acc,t0pp_acc,falcon-7b-instruct_acc,mpt-7b-instruct_acc,alpaca-7b_acc,alpaca-13b_acc,flan-t5-small_acc,flan-t5-base_acc,flan-t5-large_acc,flan-t5-xl_acc,flan-t5-xxl_acc,airoboros-13b_acc,nous-hermes-13b_acc,ultralm-13b_acc,vicuna-13b_acc,minotaur-15b_acc
207,0.11,0.25,0.04,0.17,0.3,0.23,0.2,0.09,0.31,0.24,0.27,0.28,0.25,0.0,0.4,0.27
208,0.15,0.2,0.17,0.03,0.26,0.16,0.01,0.03,0.27,0.24,0.28,0.26,0.06,0.0,0.29,0.05
209,0.12,0.21,0.06,0.15,0.33,0.24,0.1,0.07,0.35,0.26,0.28,0.25,0.15,0.0,0.33,0.22
210,0.12,0.3,0.06,0.05,0.27,0.22,0.19,0.04,0.31,0.23,0.26,0.27,0.31,0.0,0.37,0.33
211,0.12,0.28,0.04,0.09,0.28,0.24,0.21,0.05,0.32,0.23,0.25,0.26,0.3,0.0,0.3,0.32
212,0.12,0.27,0.08,0.22,0.34,0.23,0.19,0.17,0.29,0.27,0.25,0.27,0.33,0.0,0.33,0.27
213,0.1,0.19,0.05,0.1,0.31,0.2,0.21,0.27,0.34,0.31,0.26,0.13,0.0,0.0,0.31,0.0
214,0.1,0.24,0.06,0.2,0.15,0.03,0.17,0.19,0.31,0.27,0.27,0.27,0.09,0.0,0.05,0.11
215,0.11,0.29,0.07,0.2,0.35,0.25,0.19,0.19,0.34,0.3,0.28,0.28,0.35,0.0,0.33,0.27
216,0.1,0.24,0.08,0.22,0.29,0.25,0.19,0.12,0.3,0.29,0.28,0.28,0.32,0.0,0.38,0.25
217,0.05,0.24,0.03,0.04,0.28,0.24,0.17,0.07,0.29,0.22,0.26,0.28,0.26,0.0,0.37,0.29
218,0.17,0.24,0.09,0.24,0.28,0.25,0.06,0.05,0.29,0.24,0.26,0.27,0.19,0.0,0.37,0.22
219,0.15,0.29,0.08,0.23,0.29,0.25,0.06,0.06,0.3,0.24,0.28,0.27,0.33,0.0,0.39,0.33
220,0.21,0.25,0.08,0.15,0.26,0.24,0.11,0.12,0.33,0.29,0.3,0.27,0.25,0.0,0.37,0.29
221,0.13,0.27,0.04,0.2,0.26,0.22,0.06,0.05,0.3,0.27,0.29,0.28,0.23,0.0,0.39,0.28
222,0.19,0.24,0.05,0.15,0.3,0.25,0.08,0.13,0.31,0.32,0.31,0.27,0.32,0.0,0.34,0.3
223,0.13,0.27,0.09,0.16,0.3,0.23,0.2,0.33,0.3,0.28,0.26,0.26,0.28,0.0,0.41,0.21
224,0.13,0.32,0.06,0.2,0.33,0.23,0.16,0.13,0.31,0.27,0.32,0.26,0.35,0.0,0.38,0.3
225,0.1,0.33,0.05,0.06,0.29,0.19,0.21,0.04,0.32,0.24,0.25,0.26,0.29,0.0,0.37,0.29
226,0.01,0.21,0.02,0.0,0.22,0.14,0.17,0.14,0.29,0.26,0.23,0.22,0.18,0.0,0.27,0.21
227,0.11,0.29,0.06,0.15,0.33,0.22,0.05,0.29,0.33,0.27,0.26,0.27,0.26,0.0,0.34,0.19
228,0.13,0.22,0.08,0.19,0.29,0.23,0.18,0.09,0.26,0.25,0.24,0.28,0.17,0.0,0.4,0.25
229,0.02,0.23,0.05,0.01,0.29,0.15,0.04,0.03,0.29,0.27,0.23,0.24,0.02,0.0,0.33,0.01
230,0.04,0.18,0.04,0.11,0.27,0.18,0.07,0.22,0.36,0.33,0.22,0.19,0.02,0.0,0.31,0.0
231,0.1,0.19,0.06,0.1,0.27,0.19,0.12,0.23,0.4,0.34,0.22,0.2,0.03,0.0,0.29,0.02
232,0.0,0.24,0.03,0.01,0.23,0.16,0.14,0.12,0.3,0.28,0.26,0.2,0.11,0.0,0.3,0.18
233,0.0,0.22,0.03,0.02,0.24,0.14,0.2,0.13,0.19,0.28,0.26,0.23,0.12,0.0,0.34,0.15
